Станция;Год;Месяц;День;Высота_снежного_покрова;Снежный_покров_.степень_покрытия;Q1;Q2;Q3
23776;1969;8;11;0;0;1;0;0
23776;1969;8;12;0;0;1;0;0
23776;1969;8;13;0;0;1;0;0
23776;1969;8;14;0;0;1;0;0
23776;1969;8;15;0;0;1;0;0
23776;1969;8;16;0;0;1;0;0
23776;1969;8;17;0;0;1;0;0
23776;1969;8;18;0;0;1;0;0
23776;1969;8;19;0;0;1;0;0
23776;1969;8;20;0;0;1;0;0
23776;1969;8;21;0;0;1;0;0
23776;1969;8;22;0;0;1;0;0
23776;1969;8;23;0;0;1;0;0
23776;1969;8;24;0;0;1;0;0
23776;1969;8;25;0;0;1;0;0
23776;1969;8;26;0;0;1;0;0
23776;1969;8;27;0;0;1;0;0
23776;1969;8;28;0;0;1;0;0
23776;1969;8;29;0;0;1;0;0
23776;1969;8;30;0;0;1;0;0
23776;1969;8;31;0;0;1;0;0
23776;1969;9;1;0;0;1;0;0
23776;1969;9;2;0;0;1;0;0
23776;1969;9;3;0;0;1;0;0
23776;1969;9;4;0;0;1;0;0
23776;1969;9;5;0;0;1;0;0
23776;1969;9;6;0;0;1;0;0
23776;1969;9;7;0;0;1;0;0
23776;1969;9;8;0;0;1;0;0
23776;1969;9;9;0;0;1;0;0
23776;1969;9;10;0;0;1;0;0
23776;1969;9;11;0;0;1;0;0
23776;1969;9;12;0;0;1;0;0
23776;1969;9;13;0;0;1;0;0
23776;1969;9;14;0;0;1;0;0
23776;1969;9;15;0;0;1;0;0
23776;1969;9;16;0;0;1;0;0
23776;1969;9;17;0;0;1;0;0
23776;1969;9;18;0;0;1;0;0
23776;1969;9;19;0;0;1;0;0
23776;1969;9;20;0;0;1;0;0
23776;1969;9;21;0;0;1;0;0
23776;1969;9;22;0;0;1;0;0
23776;1969;9;23;0;0;1;0;0
23776;1969;9;24;0;0;1;0;0
23776;1969;9;25;0;0;1;0;0
23776;1969;9;26;0;0;1;0;0
23776;1969;9;27;0;0;1;0;0
23776;1969;9;28;0;0;1;0;0
23776;1969;9;29;0;0;1;0;0
23776;1969;9;30;0;0;1;0;0
23776;1969;10;1;0;0;1;0;0
23776;1969;10;2;0;0;1;0;0
23776;1969;10;3;0;0;1;0;0
23776;1969;10;4;0;0;1;0;0
23776;1969;10;5;0;0;1;0;0
23776;1969;10;6;0;0;1;0;0
23776;1969;10;7;0;0;1;0;0
23776;1969;10;8;0;0;1;0;0
23776;1969;10;9;0;0;1;0;0
23776;1969;10;10;0;0;1;0;0
23776;1969;10;11;2;10;0;0;0
23776;1969;10;12;4;10;0;0;0
23776;1969;10;13;4;10;0;0;0
23776;1969;10;14;4;10;0;0;0
23776;1969;10;15;1;10;0;0;0
23776;1969;10;16;9999;99;9;0;0
23776;1969;10;17;2;10;0;0;0
23776;1969;10;18;6;10;0;0;0
23776;1969;10;19;6;10;0;0;0
23776;1969;10;20;6;10;0;0;0
23776;1969;10;21;6;10;0;0;0
23776;1969;10;22;10;10;0;0;0
23776;1969;10;23;14;10;0;0;0
23776;1969;10;24;22;10;0;0;0
23776;1969;10;25;24;10;0;0;0
23776;1969;10;26;25;10;0;0;0
23776;1969;10;27;25;10;0;0;0
23776;1969;10;28;26;10;0;0;0
23776;1969;10;29;25;10;0;0;0
23776;1969;10;30;25;10;0;0;0
23776;1969;10;31;25;10;0;0;0
23776;1969;11;1;23;10;0;0;0
23776;1969;11;2;23;10;0;0;0
23776;1969;11;3;19;10;0;0;0
23776;1969;11;4;19;10;0;0;0
23776;1969;11;5;16;10;0;0;0
23776;1969;11;6;9;10;0;0;0
23776;1969;11;7;7;10;0;0;0
23776;1969;11;8;9;10;0;0;0
23776;1969;11;9;17;10;0;0;0
23776;1969;11;10;17;10;0;0;0
23776;1969;11;11;17;10;0;0;0
23776;1969;11;12;18;10;0;0;0
23776;1969;11;13;18;10;0;0;0
23776;1969;11;14;19;10;0;0;0
23776;1969;11;15;17;10;0;0;0
23776;1969;11;16;17;10;0;0;0
23776;1969;11;17;24;10;0;0;0
23776;1969;11;18;24;10;0;0;0
23776;1969;11;19;24;10;0;0;0
23776;1969;11;20;25;10;0;0;0
23776;1969;11;21;29;10;0;0;0
23776;1969;11;22;29;10;0;0;0
23776;1969;11;23;27;10;0;0;0
23776;1969;11;24;27;10;0;0;0
23776;1969;11;25;25;10;0;0;0
23776;1969;11;26;27;10;0;0;0
23776;1969;11;27;29;10;0;0;0
23776;1969;11;28;31;10;0;0;0
23776;1969;11;29;31;10;0;0;0
23776;1969;11;30;31;10;0;0;0
23776;1969;12;1;23;10;0;0;0
23776;1969;12;2;23;10;0;0;0
23776;1969;12;3;28;10;0;0;0
23776;1969;12;4;28;10;0;0;0
23776;1969;12;5;31;10;0;0;0
23776;1969;12;6;31;10;0;0;0
23776;1969;12;7;30;10;0;0;0
23776;1969;12;8;32;10;0;0;0
23776;1969;12;9;34;10;0;0;0
23776;1969;12;10;34;10;0;0;0
23776;1969;12;11;34;10;0;0;0
23776;1969;12;12;34;10;0;0;0
23776;1969;12;13;34;10;0;0;0
23776;1969;12;14;34;10;0;0;0
23776;1969;12;15;34;10;0;0;0
23776;1969;12;16;34;10;0;0;0
23776;1969;12;17;34;10;0;0;0
23776;1969;12;18;34;10;0;0;0
23776;1969;12;19;34;10;0;0;0
23776;1969;12;20;34;10;0;0;0
23776;1969;12;21;34;10;0;0;0
23776;1969;12;22;36;10;0;0;0
23776;1969;12;23;36;10;0;0;0
23776;1969;12;24;36;10;0;0;0
23776;1969;12;25;36;10;0;0;0
23776;1969;12;26;36;10;0;0;0
23776;1969;12;27;38;10;0;0;0
23776;1969;12;28;38;10;0;0;0
23776;1969;12;29;38;10;0;0;0
23776;1969;12;30;38;10;0;0;0
23776;1969;12;31;38;10;0;0;0
23776;1970;1;1;38;10;0;0;0
23776;1970;1;2;38;10;0;0;0
23776;1970;1;3;38;10;0;0;0
23776;1970;1;4;38;10;0;0;0
23776;1970;1;5;38;10;0;0;0
23776;1970;1;6;38;10;0;0;0
23776;1970;1;7;38;10;0;0;0
23776;1970;1;8;42;10;0;0;0
23776;1970;1;9;38;10;0;0;0
23776;1970;1;10;38;10;0;0;0
23776;1970;1;11;38;10;0;0;0
23776;1970;1;12;38;10;0;0;0
23776;1970;1;13;36;10;0;0;0
23776;1970;1;14;35;10;0;0;0
23776;1970;1;15;35;10;0;0;0
23776;1970;1;16;35;10;0;0;0
23776;1970;1;17;34;10;0;0;0
23776;1970;1;18;39;10;0;0;0
23776;1970;1;19;39;10;0;0;0
23776;1970;1;20;34;10;0;0;0
23776;1970;1;21;34;10;0;0;0
23776;1970;1;22;35;10;0;0;0
23776;1970;1;23;35;10;0;0;0
23776;1970;1;24;35;10;0;0;0
23776;1970;1;25;35;10;0;0;0
23776;1970;1;26;36;10;0;0;0
23776;1970;1;27;36;10;0;0;0
23776;1970;1;28;36;10;0;0;0
23776;1970;1;29;36;10;0;0;0
23776;1970;1;30;36;10;0;0;0
23776;1970;1;31;36;10;0;0;0
23776;1970;2;1;36;10;0;0;0
23776;1970;2;2;38;10;0;0;0
23776;1970;2;3;38;10;0;0;0
23776;1970;2;4;38;10;0;0;0
23776;1970;2;5;40;10;0;0;0
23776;1970;2;6;40;10;0;0;0
23776;1970;2;7;38;10;0;0;0
23776;1970;2;8;38;10;0;0;0
23776;1970;2;9;36;10;0;0;0
23776;1970;2;10;38;10;0;0;0
23776;1970;2;11;44;10;0;0;0
23776;1970;2;12;44;10;0;0;0
23776;1970;2;13;44;10;0;0;0
23776;1970;2;14;40;10;0;0;0
23776;1970;2;15;44;10;0;0;0
23776;1970;2;16;44;10;0;0;0
23776;1970;2;17;43;10;0;0;0
23776;1970;2;18;43;10;0;0;0
23776;1970;2;19;43;10;0;0;0
23776;1970;2;20;43;10;0;0;0
23776;1970;2;21;43;10;0;0;0
23776;1970;2;22;43;10;0;0;0
23776;1970;2;23;43;10;0;0;0
23776;1970;2;24;43;10;0;0;0
23776;1970;2;25;43;10;0;0;0
23776;1970;2;26;43;10;0;0;0
23776;1970;2;27;43;10;0;0;0
23776;1970;2;28;43;10;0;0;0
23776;1970;3;1;42;10;0;0;0
23776;1970;3;2;42;10;0;0;0
23776;1970;3;3;42;10;0;0;0
23776;1970;3;4;42;10;0;0;0
23776;1970;3;5;42;10;0;0;0
23776;1970;3;6;42;10;0;0;0
23776;1970;3;7;42;10;0;0;0
23776;1970;3;8;42;10;0;0;0
23776;1970;3;9;42;10;0;0;0
23776;1970;3;10;42;10;0;0;0
23776;1970;3;11;42;10;0;0;0
23776;1970;3;12;42;10;0;0;0
23776;1970;3;13;42;10;0;0;0
23776;1970;3;14;42;10;0;0;0
23776;1970;3;15;42;10;0;0;0
23776;1970;3;16;42;10;0;0;0
23776;1970;3;17;42;10;0;0;0
23776;1970;3;18;42;10;0;0;0
23776;1970;3;19;42;10;0;0;0
23776;1970;3;20;42;10;0;0;0
23776;1970;3;21;42;10;0;0;0
23776;1970;3;22;42;10;0;0;0
23776;1970;3;23;42;10;0;0;0
23776;1970;3;24;42;10;0;0;0
23776;1970;3;25;42;10;0;0;0
23776;1970;3;26;42;10;0;0;0
23776;1970;3;27;42;10;0;0;0
23776;1970;3;28;42;10;0;0;0
23776;1970;3;29;41;10;0;0;0
23776;1970;3;30;41;10;0;0;0
23776;1970;3;31;40;10;0;0;0
23776;1970;4;1;38;10;0;0;0
23776;1970;4;2;38;10;0;0;0
23776;1970;4;3;39;10;0;0;0
23776;1970;4;4;39;10;0;0;0
23776;1970;4;5;39;10;0;0;0
23776;1970;4;6;42;10;0;0;0
23776;1970;4;7;45;10;0;0;0
23776;1970;4;8;45;10;0;0;0
23776;1970;4;9;45;10;0;0;0
23776;1970;4;10;44;10;0;0;0
23776;1970;4;11;36;10;0;0;0
23776;1970;4;12;31;10;0;0;0
23776;1970;4;13;28;10;0;0;0
23776;1970;4;14;24;10;0;0;0
23776;1970;4;15;9999;99;9;0;0
23776;1970;4;16;26;10;0;0;0
23776;1970;4;17;25;10;0;0;0
23776;1970;4;18;24;10;0;0;0
23776;1970;4;19;4;10;0;1;0
23776;1970;4;20;27;10;0;0;0
23776;1970;4;21;9999;99;9;0;0
23776;1970;4;22;22;10;0;0;0
23776;1970;4;23;38;10;0;0;0
23776;1970;4;24;34;10;0;0;0
23776;1970;4;25;34;10;0;0;0
23776;1970;4;26;31;10;0;0;0
23776;1970;4;27;31;10;0;0;0
23776;1970;4;28;31;10;0;0;0
23776;1970;4;29;31;10;0;0;0
23776;1970;4;30;31;10;0;0;0
23776;1970;5;1;45;10;0;0;0
23776;1970;5;2;45;10;0;0;0
23776;1970;5;3;45;10;0;0;0
23776;1970;5;4;43;10;0;0;0
23776;1970;5;5;39;10;0;0;0
23776;1970;5;6;34;10;0;0;0
23776;1970;5;7;33;10;0;0;0
23776;1970;5;8;32;10;0;0;0
23776;1970;5;9;32;10;0;0;0
23776;1970;5;10;32;10;0;0;0
23776;1970;5;11;32;10;0;0;0
23776;1970;5;12;31;10;0;0;0
23776;1970;5;13;31;10;0;0;0
23776;1970;5;14;28;10;0;0;0
23776;1970;5;15;22;7;0;0;0
23776;1970;5;16;21;4;0;0;0
23776;1970;5;17;14;4;0;0;0
23776;1970;5;18;10;4;0;0;0
23776;1970;5;19;9;4;0;0;0
23776;1970;5;20;9;4;0;0;0
23776;1970;5;21;9;4;0;0;0
23776;1970;5;22;5;4;0;0;0
23776;1970;5;23;0;2;3;0;0
23776;1970;5;24;0;2;3;0;0
23776;1970;5;25;0;2;3;0;0
23776;1970;5;26;0;2;3;0;0
23776;1970;5;27;0;0;1;0;0
23776;1970;5;28;0;0;1;0;0
23776;1970;5;29;0;0;1;0;0
23776;1970;5;30;0;0;1;0;0
23776;1970;5;31;9999;99;9;0;0
23776;1970;6;1;0;0;1;0;0
23776;1970;6;2;0;0;1;0;0
23776;1970;6;3;0;0;1;0;0
23776;1970;6;4;0;0;1;0;0
23776;1970;6;5;0;0;1;0;0
23776;1970;6;6;0;0;1;0;0
23776;1970;6;7;0;0;1;0;0
23776;1970;6;8;0;0;1;0;0
23776;1970;6;9;0;0;1;0;0
23776;1970;6;10;0;0;1;0;0
23776;1970;6;11;0;0;1;0;0
23776;1970;6;12;0;0;1;0;0
23776;1970;6;13;0;0;1;0;0
23776;1970;6;14;0;0;1;0;0
23776;1970;6;15;0;0;1;0;0
23776;1970;6;16;0;0;1;0;0
23776;1970;6;17;0;0;1;0;0
23776;1970;6;18;0;0;1;0;0
23776;1970;6;19;0;0;1;0;0
23776;1970;6;20;0;0;1;0;0
23776;1970;6;21;0;0;1;0;0
23776;1970;6;22;0;0;1;0;0
23776;1970;6;23;0;0;1;0;0
23776;1970;6;24;9999;99;9;0;0
23776;1970;6;25;9999;99;9;0;0
23776;1970;6;26;0;0;1;0;0
23776;1970;6;27;0;0;1;0;0
23776;1970;6;28;0;0;1;0;0
23776;1970;6;29;0;0;1;0;0
23776;1970;6;30;0;0;1;0;0
23776;1970;7;1;0;0;1;0;0
23776;1970;7;2;0;0;1;0;0
23776;1970;7;3;0;0;1;0;0
23776;1970;7;4;0;0;1;0;0
23776;1970;7;5;0;0;1;0;0
23776;1970;7;6;0;0;1;0;0
23776;1970;7;7;0;0;1;0;0
23776;1970;7;8;0;0;1;0;0
23776;1970;7;9;0;0;1;0;0
23776;1970;7;10;0;0;1;0;0
23776;1970;7;11;0;0;1;0;0
23776;1970;7;12;0;0;1;0;0
23776;1970;7;13;0;0;1;0;0
23776;1970;7;14;0;0;1;0;0
23776;1970;7;15;0;0;1;0;0
23776;1970;7;16;0;0;1;0;0
23776;1970;7;17;0;0;1;0;0
23776;1970;7;18;0;0;1;0;0
23776;1970;7;19;0;0;1;0;0
23776;1970;7;20;0;0;1;0;0
23776;1970;7;21;0;0;1;0;0
23776;1970;7;22;0;0;1;0;0
23776;1970;7;23;0;0;1;0;0
23776;1970;7;24;0;0;1;0;0
23776;1970;7;25;0;0;1;0;0
23776;1970;7;26;0;0;1;0;0
23776;1970;7;27;0;0;1;0;0
23776;1970;7;28;0;0;1;0;0
23776;1970;7;29;0;0;1;0;0
23776;1970;7;30;0;0;1;0;0
23776;1970;7;31;0;0;1;0;0
23776;1970;8;1;0;0;1;0;0
23776;1970;8;2;0;0;1;0;0
23776;1970;8;3;0;0;1;0;0
23776;1970;8;4;0;0;1;0;0
23776;1970;8;5;0;0;1;0;0
23776;1970;8;6;0;0;1;0;0
23776;1970;8;7;0;0;1;0;0
23776;1970;8;8;0;0;1;0;0
23776;1970;8;9;0;0;1;0;0
23776;1970;8;10;0;0;1;0;0
23776;1970;8;11;0;0;1;0;0
23776;1970;8;12;0;0;1;0;0
23776;1970;8;13;0;0;1;0;0
23776;1970;8;14;0;0;1;0;0
23776;1970;8;15;0;0;1;0;0
23776;1970;8;16;0;0;1;0;0
23776;1970;8;17;9999;99;9;0;0
23776;1970;8;18;0;0;1;0;0
23776;1970;8;19;0;0;1;0;0
23776;1970;8;20;0;0;1;0;0
23776;1970;8;21;0;0;1;0;0
23776;1970;8;22;0;0;1;0;0
23776;1970;8;23;0;0;1;0;0
23776;1970;8;24;0;0;1;0;0
23776;1970;8;25;0;0;1;0;0
23776;1970;8;26;0;0;1;0;0
23776;1970;8;27;0;0;1;0;0
23776;1970;8;28;0;0;1;0;0
23776;1970;8;29;0;0;1;0;0
23776;1970;8;30;0;0;1;0;0
23776;1970;8;31;0;0;1;0;0
23776;1970;9;1;0;0;1;0;0
23776;1970;9;2;0;0;1;0;0
23776;1970;9;3;0;0;1;0;0
23776;1970;9;4;0;0;1;0;0
23776;1970;9;5;0;0;1;0;0
23776;1970;9;6;0;0;1;0;0
23776;1970;9;7;0;0;1;0;0
23776;1970;9;8;0;0;1;0;0
23776;1970;9;9;0;0;1;0;0
23776;1970;9;10;0;0;1;0;0
23776;1970;9;11;0;0;1;0;0
23776;1970;9;12;0;0;1;0;0
23776;1970;9;13;0;0;1;0;0
23776;1970;9;14;0;0;1;0;0
23776;1970;9;15;0;0;1;0;0
23776;1970;9;16;0;0;1;0;0
23776;1970;9;17;0;0;1;0;0
23776;1970;9;18;0;0;1;0;0
23776;1970;9;19;0;0;1;0;0
23776;1970;9;20;0;0;1;0;0
23776;1970;9;21;0;0;1;0;0
23776;1970;9;22;0;0;1;0;0
23776;1970;9;23;0;0;1;0;0
23776;1970;9;24;0;0;1;0;0
23776;1970;9;25;0;0;1;0;0
23776;1970;9;26;0;0;1;0;0
23776;1970;9;27;0;0;1;0;0
23776;1970;9;28;0;0;1;0;0
23776;1970;9;29;0;0;1;0;0
23776;1970;9;30;0;0;1;0;0
23776;1970;10;1;0;0;1;0;0
23776;1970;10;2;1;10;0;0;0
23776;1970;10;3;3;10;0;0;0
23776;1970;10;4;3;10;0;0;0
23776;1970;10;5;4;10;0;0;0
23776;1970;10;6;4;10;0;0;0
23776;1970;10;7;4;10;0;0;0
23776;1970;10;8;5;10;0;0;0
23776;1970;10;9;8;10;0;0;0
23776;1970;10;10;9;10;0;0;0
23776;1970;10;11;9;10;0;0;0
23776;1970;10;12;9;10;0;0;0
23776;1970;10;13;9;10;0;0;0
23776;1970;10;14;10;10;0;0;0
23776;1970;10;15;10;10;0;0;0
23776;1970;10;16;16;10;0;0;0
23776;1970;10;17;16;10;0;0;0
23776;1970;10;18;18;10;0;0;0
23776;1970;10;19;21;10;0;0;0
23776;1970;10;20;22;10;0;0;0
23776;1970;10;21;20;10;0;0;0
23776;1970;10;22;20;10;0;0;0
23776;1970;10;23;21;10;0;0;0
23776;1970;10;24;20;10;0;0;0
23776;1970;10;25;18;10;0;0;0
23776;1970;10;26;18;10;0;0;0
23776;1970;10;27;18;10;0;0;0
23776;1970;10;28;18;10;0;0;0
23776;1970;10;29;13;10;0;0;0
23776;1970;10;30;13;10;0;0;0
23776;1970;10;31;13;10;0;0;0
23776;1970;11;1;14;10;0;0;0
23776;1970;11;2;14;10;0;0;0
23776;1970;11;3;15;10;0;0;0
23776;1970;11;4;14;10;0;0;0
23776;1970;11;5;13;10;0;0;0
23776;1970;11;6;10;10;0;0;0
23776;1970;11;7;11;10;0;0;0
23776;1970;11;8;13;10;0;0;0
23776;1970;11;9;16;10;0;0;0
23776;1970;11;10;22;10;0;0;0
23776;1970;11;11;22;10;0;0;0
23776;1970;11;12;20;10;0;0;0
23776;1970;11;13;20;10;0;0;0
23776;1970;11;14;22;10;0;0;0
23776;1970;11;15;22;10;0;0;0
23776;1970;11;16;15;10;0;0;0
23776;1970;11;17;15;10;0;0;0
23776;1970;11;18;15;10;0;0;0
23776;1970;11;19;15;10;0;0;0
23776;1970;11;20;18;10;0;0;0
23776;1970;11;21;24;10;0;0;0
23776;1970;11;22;27;10;0;0;0
23776;1970;11;23;27;10;0;0;0
23776;1970;11;24;27;10;0;0;0
23776;1970;11;25;27;10;0;0;0
23776;1970;11;26;27;10;0;0;0
23776;1970;11;27;27;10;0;0;0
23776;1970;11;28;27;10;0;0;0
23776;1970;11;29;27;10;0;0;0
23776;1970;11;30;27;10;0;0;0
23776;1970;12;1;28;10;0;0;0
23776;1970;12;2;29;10;0;0;0
23776;1970;12;3;26;10;0;0;0
23776;1970;12;4;23;10;0;0;0
23776;1970;12;5;25;10;0;0;0
23776;1970;12;6;23;10;0;0;0
23776;1970;12;7;24;10;0;0;0
23776;1970;12;8;24;10;0;0;0
23776;1970;12;9;24;10;0;0;0
23776;1970;12;10;24;10;0;0;0
23776;1970;12;11;22;10;0;0;0
23776;1970;12;12;24;10;0;0;0
23776;1970;12;13;25;10;0;0;0
23776;1970;12;14;25;10;0;0;0
23776;1970;12;15;26;10;0;0;0
23776;1970;12;16;26;10;0;0;0
23776;1970;12;17;26;10;0;0;0
23776;1970;12;18;26;10;0;0;0
23776;1970;12;19;26;10;0;0;0
23776;1970;12;20;26;10;0;0;0
23776;1970;12;21;26;10;0;0;0
23776;1970;12;22;26;10;0;0;0
23776;1970;12;23;26;10;0;0;0
23776;1970;12;24;26;10;0;0;0
23776;1970;12;25;26;10;0;0;0
23776;1970;12;26;25;10;0;0;0
23776;1970;12;27;25;10;0;0;0
23776;1970;12;28;25;10;0;0;0
23776;1970;12;29;26;10;0;0;0
23776;1970;12;30;26;10;0;0;0
23776;1970;12;31;26;10;0;0;0
23776;1971;1;1;26;10;0;0;0
23776;1971;1;2;26;10;0;0;0
23776;1971;1;3;25;10;0;0;0
23776;1971;1;4;28;10;0;0;0
23776;1971;1;5;28;10;0;0;0
23776;1971;1;6;28;10;0;0;0
23776;1971;1;7;22;10;0;0;0
23776;1971;1;8;22;10;0;0;0
23776;1971;1;9;23;10;0;0;0
23776;1971;1;10;23;10;0;0;0
23776;1971;1;11;23;10;0;0;0
23776;1971;1;12;23;10;0;0;0
23776;1971;1;13;24;10;0;0;0
23776;1971;1;14;25;10;0;0;0
23776;1971;1;15;27;10;0;0;0
23776;1971;1;16;27;10;0;0;0
23776;1971;1;17;27;10;0;0;0
23776;1971;1;18;25;10;0;0;0
23776;1971;1;19;25;10;0;0;0
23776;1971;1;20;25;10;0;0;0
23776;1971;1;21;27;10;0;0;0
23776;1971;1;22;30;10;0;0;0
23776;1971;1;23;29;10;0;0;0
23776;1971;1;24;29;10;0;0;0
23776;1971;1;25;33;10;0;0;0
23776;1971;1;26;33;10;0;0;0
23776;1971;1;27;33;10;0;0;0
23776;1971;1;28;34;10;0;0;0
23776;1971;1;29;34;10;0;0;0
23776;1971;1;30;37;10;0;0;0
23776;1971;1;31;39;10;0;0;0
23776;1971;2;1;41;10;0;0;0
23776;1971;2;2;41;10;0;0;0
23776;1971;2;3;41;10;0;0;0
23776;1971;2;4;41;10;0;0;0
23776;1971;2;5;41;10;0;0;0
23776;1971;2;6;41;10;0;0;0
23776;1971;2;7;41;10;0;0;0
23776;1971;2;8;41;10;0;0;0
23776;1971;2;9;41;10;0;0;0
23776;1971;2;10;41;10;0;0;0
23776;1971;2;11;41;10;0;0;0
23776;1971;2;12;40;10;0;0;0
23776;1971;2;13;40;10;0;0;0
23776;1971;2;14;40;10;0;0;0
23776;1971;2;15;40;10;0;0;0
23776;1971;2;16;40;10;0;0;0
23776;1971;2;17;40;10;0;0;0
23776;1971;2;18;40;10;0;0;0
23776;1971;2;19;40;10;0;0;0
23776;1971;2;20;40;10;0;0;0
23776;1971;2;21;40;10;0;0;0
23776;1971;2;22;40;10;0;0;0
23776;1971;2;23;40;10;0;0;0
23776;1971;2;24;40;10;0;0;0
23776;1971;2;25;40;10;0;0;0
23776;1971;2;26;39;10;0;0;0
23776;1971;2;27;9999;99;9;0;0
23776;1971;2;28;9999;99;9;0;0
23776;1971;3;1;39;10;0;0;0
23776;1971;3;2;39;10;0;0;0
23776;1971;3;3;39;10;0;0;0
23776;1971;3;4;39;10;0;0;0
23776;1971;3;5;39;10;0;0;0
23776;1971;3;6;39;10;0;0;0
23776;1971;3;7;40;10;0;0;0
23776;1971;3;8;40;10;0;0;0
23776;1971;3;9;40;10;0;0;0
23776;1971;3;10;40;10;0;0;0
23776;1971;3;11;40;10;0;0;0
23776;1971;3;12;40;10;0;0;0
23776;1971;3;13;39;10;0;0;0
23776;1971;3;14;39;10;0;0;0
23776;1971;3;15;39;10;0;0;0
23776;1971;3;16;38;10;0;0;0
23776;1971;3;17;38;10;0;0;0
23776;1971;3;18;45;10;0;0;0
23776;1971;3;19;47;10;0;0;0
23776;1971;3;20;50;10;0;0;0
23776;1971;3;21;50;10;0;0;0
23776;1971;3;22;50;10;0;0;0
23776;1971;3;23;50;10;0;0;0
23776;1971;3;24;50;10;0;0;0
23776;1971;3;25;50;10;0;0;0
23776;1971;3;26;55;10;0;0;0
23776;1971;3;27;62;10;0;0;0
23776;1971;3;28;62;10;0;0;0
23776;1971;3;29;62;10;0;0;0
23776;1971;3;30;61;10;0;0;0
23776;1971;3;31;61;10;0;0;0
23776;1971;4;1;61;10;0;0;0
23776;1971;4;2;61;10;0;0;0
23776;1971;4;3;60;10;0;0;0
23776;1971;4;4;59;10;0;0;0
23776;1971;4;5;59;10;0;0;0
23776;1971;4;6;59;10;0;0;0
23776;1971;4;7;57;10;0;0;0
23776;1971;4;8;56;10;0;0;0
23776;1971;4;9;57;10;0;0;0
23776;1971;4;10;57;10;0;0;0
23776;1971;4;11;56;10;0;0;0
23776;1971;4;12;56;10;0;0;0
23776;1971;4;13;58;10;0;0;0
23776;1971;4;14;58;10;0;0;0
23776;1971;4;15;52;10;0;0;0
23776;1971;4;16;42;10;0;0;0
23776;1971;4;17;31;10;0;0;0
23776;1971;4;18;25;10;0;0;0
23776;1971;4;19;23;10;0;0;0
23776;1971;4;20;23;10;0;0;0
23776;1971;4;21;23;10;0;0;0
23776;1971;4;22;23;10;0;0;0
23776;1971;4;23;29;10;0;0;0
23776;1971;4;24;29;10;0;0;0
23776;1971;4;25;22;10;0;0;0
23776;1971;4;26;20;10;0;0;0
23776;1971;4;27;17;10;0;0;0
23776;1971;4;28;16;10;0;0;0
23776;1971;4;29;16;10;0;0;0
23776;1971;4;30;16;10;0;0;0
23776;1971;5;1;14;10;0;0;0
23776;1971;5;2;11;9;0;0;0
23776;1971;5;3;7;9;0;0;0
23776;1971;5;4;5;8;0;0;0
23776;1971;5;5;2;8;0;0;0
23776;1971;5;6;9;10;0;0;0
23776;1971;5;7;9999;5;9;0;0
23776;1971;5;8;9999;5;9;0;0
23776;1971;5;9;9999;5;9;0;0
23776;1971;5;10;9999;3;9;0;0
23776;1971;5;11;9999;3;9;0;0
23776;1971;5;12;2;10;0;0;0
23776;1971;5;13;9999;3;9;0;0
23776;1971;5;14;9999;2;9;0;0
23776;1971;5;15;9999;2;9;0;0
23776;1971;5;16;9999;2;9;0;0
23776;1971;5;17;9999;2;9;0;0
23776;1971;5;18;0;0;1;0;0
23776;1971;5;19;0;0;1;0;0
23776;1971;5;20;0;0;1;0;0
23776;1971;5;21;0;0;1;0;0
23776;1971;5;22;0;0;1;0;0
23776;1971;5;23;9999;99;9;0;0
23776;1971;5;24;9999;99;9;0;0
23776;1971;5;25;0;0;1;0;0
23776;1971;5;26;0;0;1;0;0
23776;1971;5;27;0;0;1;0;0
23776;1971;5;28;0;0;1;0;0
23776;1971;5;29;9999;99;9;0;0
23776;1971;5;30;9999;99;9;0;0
23776;1971;5;31;0;0;1;0;0
23776;1971;6;1;0;0;1;0;0
23776;1971;6;2;0;0;1;0;0
23776;1971;6;3;0;0;1;0;0
23776;1971;6;4;0;0;1;0;0
23776;1971;6;5;0;0;1;0;0
23776;1971;6;6;0;0;1;0;0
23776;1971;6;7;0;0;1;0;0
23776;1971;6;8;0;0;1;0;0
23776;1971;6;9;0;0;1;0;0
23776;1971;6;10;0;0;1;0;0
23776;1971;6;11;0;0;1;0;0
23776;1971;6;12;0;0;1;0;0
23776;1971;6;13;0;0;1;0;0
23776;1971;6;14;0;0;1;0;0
23776;1971;6;15;0;0;1;0;0
23776;1971;6;16;0;0;1;0;0
23776;1971;6;17;0;0;1;0;0
23776;1971;6;18;0;0;1;0;0
23776;1971;6;19;0;0;1;0;0
23776;1971;6;20;0;0;1;0;0
23776;1971;6;21;0;0;1;0;0
23776;1971;6;22;0;0;1;0;0
23776;1971;6;23;0;0;1;0;0
23776;1971;6;24;0;0;1;0;0
23776;1971;6;25;0;0;1;0;0
23776;1971;6;26;0;0;1;0;0
23776;1971;6;27;0;0;1;0;0
23776;1971;6;28;0;0;1;0;0
23776;1971;6;29;0;0;1;0;0
23776;1971;6;30;0;0;1;0;0
23776;1971;7;1;9999;99;9;0;0
23776;1971;7;2;0;0;1;0;0
23776;1971;7;3;0;0;1;0;0
23776;1971;7;4;0;0;1;0;0
23776;1971;7;5;0;0;1;0;0
23776;1971;7;6;0;0;1;0;0
23776;1971;7;7;0;0;1;0;0
